,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8,Condition,Stimulus Color,RGB_1,RGB_2,RGB_3,RGB_4,RGB_5,RGB_6,RGB_7,RGB_8
116,0.4932666920285674,0.4412983006751836,0.6296593020112982,0.4060592901996169,0.6783964130543625,0.3803276592193373,0.44230530980382615,0.5209163764314579,Control,Control,"(129.21699353271532, 0, 125.78300646728468)","(142.46893332782818, 0, 112.53106667217182)","(94.43687798711898, 0, 160.56312201288102)","(151.45488099909767, 0, 103.5451190009023)","(82.00891467113756, 0, 172.99108532886243)","(158.016446899069, 0, 96.98355310093102)","(142.21214600002435, 0, 112.78785399997567)","(122.16632400997823, 0, 132.8336759900218)"
117,0.5951230569742347,0.5957644660441895,0.5787782992678492,0.696739794,0.5618730871880497,0.5627137426099782,0.3683124786161766,0.40415913689158905,Control,Control,"(103.24362047157014, 0, 151.75637952842985)","(103.08006115873167, 0, 151.91993884126833)","(107.41153368669846, 0, 147.58846631330155)","(77.33135250536954, 0, 177.66864749463045)","(111.72236276704731, 0, 143.27763723295269)","(111.50799563445555, 0, 143.49200436554443)","(161.08031795287496, 0, 93.91968204712504)","(151.93942009264478, 0, 103.0605799073552)"
118,0.7342946768249137,0.4520438223043405,0.6281253778991915,0.42489640767723375,0.5404557941259372,0.5229321304252049,0.432531126,0.5060389248656031,Control,Control,"(67.75485740964702, 0, 187.245142590353)","(139.72882531239318, 0, 115.27117468760682)","(94.82802863570616, 0, 160.17197136429385)","(146.6514160423054, 0, 108.3485839576946)","(117.183772497886, 0, 137.816227502114)","(121.65230674157274, 0, 133.34769325842726)","(144.7045629337954, 0, 110.29543706620461)","(125.96007415927122, 0, 129.03992584072878)"
119,0.5358126330377947,0.4387444476361234,0.49717329054718035,0.6854346099127603,0.6621959036522009,0.5290381652925458,0.42682317956536797,0.3864215646232957,Control,Control,"(118.36777857536235, 0, 136.63222142463763)","(143.12016585278852, 0, 111.87983414721147)","(128.220810910469, 0, 126.77918908953099)","(80.21417447224613, 0, 174.78582552775387)","(86.14004456868877, 0, 168.85995543131125)","(120.09526785040083, 0, 134.90473214959917)","(146.16008921083116, 0, 108.83991078916883)","(156.4625010210596, 0, 98.5374989789404)"
120,0.5781969036738418,0.579802849,0.5451921466350154,0.41844736879297906,0.584994247,0.4508972264789375,0.5569899664083844,0.2820978646708463,Control,Control,"(107.55978956317034, 0, 147.44021043682966)","(107.15027357052352, 0, 147.84972642947648)","(115.97600260807108, 0, 139.02399739192893)","(148.29592095779034, 0, 106.70407904220966)","(105.82646711294832, 0, 149.1735328870517)","(140.02120724787093, 0, 114.97879275212905)","(112.96755856586198, 0, 142.032441434138)","(183.0650445089342, 0, 71.93495549106581)"
121,0.4749935312565601,0.5905028125762203,0.4642122156449496,0.5251276214281075,0.4827043658964617,0.4424330128872937,0.7599091311498023,0.6197696551270225,Control,Control,"(133.87664952957718, 0, 121.12335047042282)","(104.42178279306383, 0, 150.57821720693616)","(136.62588501053787, 0, 118.37411498946214)","(121.09245653583258, 0, 133.90754346416742)","(131.91038669640227, 0, 123.08961330359773)","(142.1795817137401, 0, 112.8204182862599)","(61.223171556800416, 0, 193.77682844319958)","(96.95873794260925, 0, 158.04126205739075)"
122,0.5663395446339736,0.7411782147275486,0.45897167472437583,0.44270154669313777,0.43705880301825417,0.5864532863109767,0.5728597860651001,0.440280523,Control,Control,"(110.58341611833673, 0, 144.41658388166329)","(65.9995552444751, 0, 189.0004447555249)","(137.96222294528417, 0, 117.03777705471583)","(142.11110559324987, 0, 112.88889440675013)","(143.5500052303452, 0, 111.44999476965481)","(105.45441199070093, 0, 149.54558800929905)","(108.92075455339946, 0, 146.07924544660054)","(142.72846673418098, 0, 112.27153326581902)"
123,0.6159911424244328,0.37915886128792686,0.4201672763322529,0.482614215,0.516009859,0.5331264722546525,0.7148444340351372,0.502387372,Control,Control,"(97.92225868176965, 0, 157.07774131823035)","(158.31449037157864, 0, 96.68550962842134)","(147.8573445352755, 0, 107.1426554647245)","(131.93337518420498, 0, 123.06662481579501)","(123.41748589636835, 0, 131.58251410363164)","(119.05274957506361, 0, 135.94725042493639)","(72.71466932104002, 0, 182.28533067895998)","(126.89122013448895, 0, 128.10877986551105)"
124,0.4648803223234818,0.32446695472384846,0.6081358595343364,0.5693270512720007,0.6461605455531059,0.47568594346538307,0.41120137319797195,0.4937224841482549,Control,Control,"(136.45551780751214, 0, 118.54448219248786)","(172.26092654541864, 0, 82.73907345458136)","(99.92535581874424, 0, 155.07464418125576)","(109.82160192563983, 0, 145.17839807436016)","(90.229060883958, 0, 164.770939116042)","(133.70008441632731, 0, 121.29991558367269)","(150.14364983451713, 0, 104.85635016548285)","(129.100766542195, 0, 125.89923345780501)"
125,0.6489161306629823,0.46401292206523737,0.44497544558876667,0.6673756698713812,0.3936075644997738,0.5052689558382979,0.5690792289433754,0.6625934302702283,Easy,Red,"(165.4736133190605, 0, 89.52638668093952)","(118.32329512663553, 0, 136.67670487336449)","(113.4687386251355, 0, 141.5312613748645)","(170.1807958172022, 0, 84.81920418279779)","(100.36992894744232, 0, 154.63007105255767)","(128.84358373876597, 0, 126.15641626123404)","(145.11520338056073, 0, 109.88479661943929)","(168.96132471890823, 0, 86.03867528109178)"
126,0.4538612529571571,0.4424832730384225,0.4796501751963243,0.5466054671004056,0.4021725265243754,0.7186763096522278,0.6288206146765012,0.568918979,Easy,Red,"(115.73461950407507, 0, 139.26538049592494)","(112.83323462479774, 0, 142.16676537520226)","(122.3107946750627, 0, 132.68920532493732)","(139.38439411060344, 0, 115.61560588939658)","(102.55399426371572, 0, 152.44600573628426)","(183.2624589613181, 0, 71.7375410386819)","(160.3492567425078, 0, 94.6507432574922)","(145.0743397501077, 0, 109.9256602498923)"
127,0.5187013078409681,0.5240032244349127,0.5970048069686781,0.3702962618319593,0.7194420483021571,0.42891885699311244,0.5376470918193094,0.462554232,Easy,Red,"(132.26883349944688, 0, 122.73116650055313)","(133.62082223090272, 0, 121.37917776909727)","(152.23622577701292, 0, 102.7637742229871)","(94.42554676714963, 0, 160.57445323285037)","(183.45772231705004, 0, 71.54227768294994)","(109.37430853324368, 0, 145.62569146675634)","(137.1000084139239, 0, 117.89999158607611)","(117.95132921025795, 0, 137.04867078974203)"
128,0.5372015738202442,0.48886388545268455,0.5224871580058121,0.4712043503697854,0.46169969422857393,0.48012503614906277,0.7139485670082675,0.3324338731455515,Easy,Red,"(136.98640132416227, 0, 118.01359867583771)","(124.66029079043456, 0, 130.33970920956543)","(133.2342252914821, 0, 121.76577470851791)","(120.15710934429528, 0, 134.84289065570474)","(117.73342202828636, 0, 137.26657797171364)","(122.431884218011, 0, 132.568115781989)","(182.05688458710821, 0, 72.9431154128918)","(84.77063765211564, 0, 170.22936234788438)"
129,0.5233105090036961,0.43437097395369423,0.638437702,0.44182465599532456,0.7293608151908954,0.5348566957127305,0.44873999781230134,0.6020012776633017,Easy,Red,"(133.44417979594252, 0, 121.55582020405748)","(110.76459835819203, 0, 144.23540164180795)","(162.8016138883599, 0, 92.1983861116401)","(112.66528727880777, 0, 142.33471272119226)","(185.98700787367832, 0, 69.01299212632169)","(136.38845740674628, 0, 118.61154259325372)","(114.42869944213685, 0, 140.57130055786317)","(153.51032580414193, 0, 101.48967419585807)"
130,0.40292271529077384,0.4674775012899011,0.5233704776514656,0.4923163538527642,0.7668287530786922,0.48924459747377663,0.5513281984049302,0.5396489829992998,Easy,Red,"(102.74529239914733, 0, 152.25470760085267)","(119.20676282892478, 0, 135.79323717107522)","(133.45947180112373, 0, 121.54052819887627)","(125.54067023245487, 0, 129.45932976754514)","(195.54133203506652, 0, 59.458667964933476)","(124.75737235581305, 0, 130.24262764418694)","(140.5886905932572, 0, 114.4113094067428)","(137.61049066482144, 0, 117.38950933517856)"
131,0.7035331207873357,0.5908793642127722,0.4413233219886929,0.48517488066477954,0.5439107101666489,0.5523862311382416,0.5021323522898162,0.34483105139465653,Easy,Red,"(179.4009458007706, 0, 75.59905419922941)","(150.6742378742569, 0, 104.32576212574308)","(112.53744710711669, 0, 142.4625528928833)","(123.71959456951878, 0, 131.2804054304812)","(138.69723109249549, 0, 116.30276890750451)","(140.85848894025162, 0, 114.1415110597484)","(128.04374983390315, 0, 126.95625016609686)","(87.93191810563742, 0, 167.0680818943626)"
132,0.4130351011783918,0.3823538389381875,0.7355922013102248,0.46244085752162645,0.49730804578826615,0.5181882035225339,0.49466840287651537,0.49385731292403307,Easy,Red,"(105.32395080048991, 0, 149.6760491995101)","(97.5002289292378, 0, 157.4997710707622)","(187.57601133410733, 0, 67.42398866589267)","(117.92241866801474, 0, 137.07758133198524)","(126.81355167600786, 0, 128.18644832399212)","(132.13799189824616, 0, 122.86200810175384)","(126.14044273351142, 0, 128.8595572664886)","(125.93361479562843, 0, 129.06638520437156)"
133,0.6799934949590665,0.5125854114847119,0.610910374,0.3291626847560556,0.6414676868237026,0.5091971039691315,0.5264471683562043,0.5509455385965879,Easy,Red,"(173.39834121456195, 0, 81.60165878543805)","(130.70927992860155, 0, 124.29072007139845)","(155.78214533111785, 0, 99.21785466888214)","(83.93648461279417, 0, 171.06351538720583)","(163.57426014004415, 0, 91.42573985995584)","(129.84526151212853, 0, 125.15473848787146)","(134.2440279308321, 0, 120.7559720691679)","(140.49111234212992, 0, 114.50888765787009)"
134,0.5777209591567533,0.546700024,0.6745883593211768,0.43444588215024393,0.5665131050448993,0.5877737668504668,0.3248884910055473,0.532553952,Easy,Red,"(147.31884458497208, 0, 107.68115541502792)","(139.40850623114454, 0, 115.59149376885546)","(172.02003162690008, 0, 82.97996837309992)","(110.7836999483122, 0, 144.2163000516878)","(144.46084178644932, 0, 110.53915821355069)","(149.88231054686904, 0, 105.11768945313096)","(82.84656520641455, 0, 172.15343479358543)","(135.80125780768728, 0, 119.19874219231272)"
135,0.46733403435428245,0.517653444,0.6987258716872495,0.38363952133713086,0.4808581542796587,0.6623353958859468,0.47327171564188075,0.4685174719306984,Easy,Red,"(119.17017876034203, 0, 135.82982123965797)","(132.00162826077323, 0, 122.99837173922677)","(178.17509728024862, 0, 76.82490271975136)","(97.82807794096837, 0, 157.17192205903163)","(122.61882934131297, 0, 132.381170658687)","(168.89552595091644, 0, 86.10447404908356)","(120.68428748867959, 0, 134.3157125113204)","(119.4719553423281, 0, 135.52804465767193)"
136,0.5270624149508178,0.6277238696409191,0.3578683666538271,0.44616973284762845,0.4355538572824459,0.6788502074431813,0.48188068329784384,0.44873527389742013,Easy,Red,"(134.40091581245855, 0, 120.59908418754145)","(160.06958675843435, 0, 94.93041324156563)","(91.2564334967259, 0, 163.74356650327408)","(113.77328187614526, 0, 141.22671812385477)","(111.0662336070237, 0, 143.9337663929763)","(173.1068028980112, 0, 81.89319710198878)","(122.87957424095018, 0, 132.12042575904982)","(114.42749484384213, 0, 140.57250515615786)"
137,0.5475487462731051,0.46668942699655747,0.4404443501027292,0.6593630423389313,0.504403355,0.6498337366191873,0.6837213627385812,0.4086261985426291,Easy,Red,"(139.62493029964182, 0, 115.3750697003582)","(119.00580388412216, 0, 135.99419611587786)","(112.31330927619595, 0, 142.68669072380405)","(168.13757579642748, 0, 86.86242420357252)","(128.62285546508468, 0, 126.37714453491532)","(165.70760283789275, 0, 89.29239716210724)","(174.3489474983382, 0, 80.6510525016618)","(104.19968062837042, 0, 150.80031937162957)"
138,0.44400234470612393,0.5932308737520265,0.4936516857407396,0.7169979157245889,0.4575387920251614,0.40604323107237295,0.6254510233678943,0.49592986582944265,Easy,Red,"(113.2205979000616, 0, 141.7794020999384)","(151.27387280676678, 0, 103.72612719323322)","(125.88117986388859, 0, 129.1188201361114)","(182.83446850977018, 0, 72.16553149022982)","(116.67239196641616, 0, 138.32760803358383)","(103.5410239234551, 0, 151.4589760765449)","(159.49001095881303, 0, 95.50998904118697)","(126.46211578650788, 0, 128.53788421349213)"
139,0.5977242823395915,0.4640949453432776,0.36481143946578554,0.6149525273023502,0.5186989594274737,0.43542124535284016,0.6882558545764471,0.47847684029093274,Easy,Red,"(152.41969199659584, 0, 102.58030800340417)","(118.34421106253579, 0, 136.6557889374642)","(93.02691706377531, 0, 161.9730829362247)","(156.81289446209928, 0, 98.1871055379007)","(132.2682346540058, 0, 122.7317653459942)","(111.03241756497424, 0, 143.96758243502578)","(175.505242916994, 0, 79.494757083006)","(122.01159427418784, 0, 132.98840572581216)"
140,0.32485990483485905,0.49800785250843876,0.5869044358695754,0.5056895797825314,0.6263590200036132,0.3702924609882968,0.5025035174418852,0.5919429658522735,Easy,Red,"(82.83927573288906, 0, 172.16072426711094)","(126.99200238965189, 0, 128.0079976103481)","(149.66063114674174, 0, 105.33936885325826)","(128.9508428445455, 0, 126.0491571554545)","(159.72155010092138, 0, 95.27844989907864)","(94.42457755201569, 0, 160.57542244798432)","(128.13839694768072, 0, 126.86160305231928)","(150.94545629232974, 0, 104.05454370767026)"
141,0.5780401326177341,0.579741962,0.3696883142978273,0.6114866585365186,0.5185199252840257,0.5882691668256873,0.41513991699151753,0.6978752764204639,Easy,Red,"(147.4002338175222, 0, 107.5997661824778)","(147.83420032433685, 0, 107.16579967566314)","(94.27052014594595, 0, 160.72947985405403)","(155.92909792681226, 0, 99.07090207318775)","(132.22258094742654, 0, 122.77741905257345)","(150.00863754055027, 0, 104.99136245944973)","(105.86067883283697, 0, 149.13932116716302)","(177.9581954872183, 0, 77.04180451278171)"
142,0.49244640422947866,0.47263601043151104,0.44233362386224867,0.589549663,0.5605847406305735,0.45628364955209433,0.4590348235201199,0.7627974743570446,Easy,Red,"(125.57383307851705, 0, 129.42616692148292)","(120.52218266003531, 0, 134.47781733996467)","(112.7950740848734, 0, 142.2049259151266)","(150.33516408299636, 0, 104.66483591700363)","(142.94910886079626, 0, 112.05089113920376)","(116.35233063578406, 0, 138.64766936421594)","(117.05387999763057, 0, 137.94612000236944)","(194.51335596104636, 0, 60.48664403895363)"
143,0.5641835416478229,0.3833281708780909,0.5060283520430325,0.5933772461586324,0.6748973666515508,0.596377255,0.4667255260929537,0.3766947095391985,Easy,Red,"(143.86680312019485, 0, 111.13319687980515)","(97.74868357391318, 0, 157.25131642608682)","(129.03722977097328, 0, 125.9627702290267)","(151.31119777045126, 0, 103.68880222954874)","(172.09882849614544, 0, 82.90117150385456)","(152.07620008102705, 0, 102.92379991897293)","(119.01500915370319, 0, 135.9849908462968)","(96.05715093249562, 0, 158.9428490675044)"
144,0.5392696897940483,0.40041313819854496,0.5599067659700858,0.2997434030792169,0.6440426089381047,0.5605706982857398,0.5184155242640177,0.472375525,Easy,Red,"(137.51377089748232, 0, 117.48622910251768)","(102.10535024062897, 0, 152.89464975937105)","(142.7762253223719, 0, 112.22377467762811)","(76.4345677852003, 0, 178.5654322147997)","(164.23086527921672, 0, 90.7691347207833)","(142.94552806286364, 0, 112.05447193713636)","(132.19595868732452, 0, 122.80404131267548)","(120.45575879816671, 0, 134.5442412018333)"
145,0.5107597395889583,0.614552107,0.5734981053933607,0.74254987,0.5173910158369378,0.42641739038096305,0.5662068953993094,0.41228148892966376,Easy,Red,"(130.24373359518435, 0, 124.75626640481565)","(156.710787298669, 0, 98.28921270133098)","(146.24201687530697, 0, 108.75798312469303)","(189.35021693903326, 0, 65.64978306096675)","(131.93470903841913, 0, 123.06529096158086)","(108.73643454714558, 0, 146.26356545285444)","(144.38275832682388, 0, 110.61724167317611)","(105.13177967706426, 0, 149.86822032293574)"
146,0.6112328235566928,0.4947318502917849,0.7488835051028052,0.506202968,0.4455976552515956,0.5496795110501003,0.47301866202152065,0.41347596785130514,Easy,Red,"(155.86437000695668, 0, 99.13562999304332)","(126.15662182440515, 0, 128.84337817559484)","(190.96529380121532, 0, 64.03470619878468)","(129.08175676475818, 0, 125.91824323524183)","(113.62740208915689, 0, 141.3725979108431)","(140.16827531777557, 0, 114.83172468222443)","(120.61975881548777, 0, 134.38024118451224)","(105.4363718020828, 0, 149.56362819791718)"
147,0.3594396033433789,0.5495233101478313,0.46388419378606877,0.6484409348856143,0.6906440246969603,0.46881173519809455,0.509047374,0.4699786351298814,Easy,Red,"(91.65709885256162, 0, 163.3429011474384)","(140.12844408769698, 0, 114.87155591230302)","(118.29046941544753, 0, 136.70953058455248)","(165.35243839583163, 0, 89.64756160416836)","(176.11422629772488, 0, 78.88577370227513)","(119.54699247551412, 0, 135.4530075244859)","(129.80708046073565, 0, 125.19291953926437)","(119.84455195811977, 0, 135.15544804188025)"
148,0.524714495,0.6654823422134539,0.478754371,0.519181857,0.5715957745485665,0.2976025451467085,0.4313598411749248,0.5184465279329308,Easy,Red,"(133.80219634228547, 0, 121.19780365771454)","(169.69799726443074, 0, 85.30200273556925)","(122.08236459150413, 0, 132.9176354084959)","(132.39137354799098, 0, 122.60862645200902)","(145.75692250988445, 0, 109.24307749011555)","(75.88864901241067, 0, 179.11135098758933)","(109.99675949960583, 0, 145.00324050039416)","(132.20386462289736, 0, 122.79613537710266)"
149,0.635993485,0.5151273801692838,0.5826682329686483,0.5168044664923909,0.30111479320339085,0.6282143289144714,0.5842342923836479,0.5907184645213842,Easy,Red,"(162.17833866189656, 0, 92.82166133810344)","(131.3574819431674, 0, 123.64251805683263)","(148.58039940700533, 0, 106.41960059299467)","(131.78513895555966, 0, 123.21486104444033)","(76.78427226686466, 0, 178.21572773313534)","(160.1946538731902, 0, 94.8053461268098)","(148.9797445578302, 0, 106.02025544216978)","(150.63320845295297, 0, 104.36679154704703)"
150,0.4372999372710271,0.4925001798036541,0.6913586080493217,0.6190246910833481,0.6292158709264402,0.403573667,0.4236407620624163,0.5502909954864649,Easy,Red,"(111.51148400411192, 0, 143.4885159958881)","(125.5875458499318, 0, 129.41245415006819)","(176.29644505257704, 0, 78.70355494742297)","(157.85129622625377, 0, 97.14870377374623)","(160.45004708624225, 0, 94.54995291375776)","(102.91128513888737, 0, 152.08871486111263)","(108.02839432591615, 0, 146.97160567408383)","(140.32420384904853, 0, 114.67579615095146)"
151,0.48050557981160674,0.6002230272595677,0.3544928049782424,0.5112092267902772,0.6563539870096355,0.5518874625405354,0.6178646230700656,0.39074818397920574,Easy,Red,"(122.52892285195972, 0, 132.4710771480403)","(153.05687195118975, 0, 101.94312804881025)","(90.39566526945183, 0, 164.60433473054817)","(130.3583528315207, 0, 124.6416471684793)","(167.37026668745708, 0, 87.62973331254294)","(140.73130294783653, 0, 114.26869705216346)","(157.55547888286674, 0, 97.44452111713326)","(99.64078691469746, 0, 155.35921308530254)"
152,0.4418530188968361,0.41422064333009734,0.6558067250362388,0.32619318055749036,0.6168572476661559,0.518167472,0.522170273,0.5090311115728977,Easy,Red,"(112.6725198186932, 0, 142.32748018130678)","(105.62626404917482, 0, 149.3737359508252)","(167.2307148842409, 0, 87.7692851157591)","(83.17926104216004, 0, 171.82073895783995)","(157.29859815486975, 0, 97.70140184513025)","(132.13270542126247, 0, 122.86729457873754)","(133.1534196446287, 0, 121.84658035537129)","(129.8029334510889, 0, 125.19706654891108)"
153,0.6358010452572087,0.5242721409328668,0.5513623065781537,0.3812851712257343,0.6985772371751962,0.5866354030532257,0.4083561201085817,0.5746700394717799,Easy,Red,"(162.12926654058822, 0, 92.87073345941178)","(133.68939593788102, 0, 121.31060406211897)","(140.5973881774292, 0, 114.40261182257082)","(97.22771866256224, 0, 157.77228133743773)","(178.13719547967503, 0, 76.86280452032499)","(149.59202777857254, 0, 105.40797222142744)","(104.13081062768833, 0, 150.86918937231167)","(146.54086006530386, 0, 108.45913993469614)"
154,0.6236436091462073,0.4234541792709012,0.3851318066004446,0.4736827104482788,0.4801357587340667,0.687287758,0.6167597513431421,0.5543318299853248,Easy,Red,"(159.02912033228287, 0, 95.97087966771714)","(107.9808157140798, 0, 147.01918428592018)","(98.20861068311338, 0, 156.79138931688664)","(120.7890911643111, 0, 134.2109088356889)","(122.43461847718702, 0, 132.565381522813)","(175.2583782113853, 0, 79.74162178861471)","(157.27373659250122, 0, 97.72626340749876)","(141.35461664625782, 0, 113.64538335374218)"
155,0.5574648864597617,0.3531203962579985,0.7011706892111096,0.4962439204349988,0.5935519597391068,0.454534437,0.5626787743746563,0.44419283238903035,Easy,Red,"(142.15354604723922, 0, 112.84645395276077)","(90.04570104578963, 0, 164.95429895421037)","(178.79852574883296, 0, 76.20147425116706)","(126.5421997109247, 0, 128.4578002890753)","(151.35574973347224, 0, 103.64425026652776)","(115.90628155455445, 0, 139.09371844544557)","(143.48308746553735, 0, 111.51691253446265)","(113.26917225920273, 0, 141.73082774079728)"
156,0.5155623578479734,0.5006470296478739,0.6757481918247054,0.3110399240054125,0.44979485926387414,0.4479161144362151,0.5940017757965814,0.5039354264658534,Easy,Red,"(131.46840125123322, 0, 123.53159874876677)","(127.66499256020784, 0, 127.33500743979216)","(172.31578891529986, 0, 82.68421108470014)","(79.3151806213802, 0, 175.6848193786198)","(114.6976891122879, 0, 140.3023108877121)","(114.21860918123485, 0, 140.78139081876515)","(151.47045282812826, 0, 103.52954717187174)","(128.50353374879262, 0, 126.49646625120738)"
157,0.45237606220907306,0.5627063929305837,0.49012532747126564,0.451856542,0.5259291226811177,0.501174828,0.7782152000474792,0.5923944549997642,Easy,Red,"(115.35589586331363, 0, 139.64410413668637)","(143.49013019729884, 0, 111.50986980270116)","(124.98195850517274, 0, 130.0180414948273)","(115.22341816112008, 0, 139.77658183887993)","(134.11192628368502, 0, 120.88807371631499)","(127.79958110099903, 0, 127.20041889900097)","(198.44487601210722, 0, 56.55512398789279)","(151.06058602493985, 0, 103.93941397506013)"
158,0.38873628392832316,0.46833625410095087,0.5351901458438757,0.4228669763045778,0.5298976608083606,0.5865244977829264,0.5947159815065775,0.7196777386110038,Easy,Red,"(99.1277524017224, 0, 155.8722475982776)","(119.42574479574247, 0, 135.57425520425755)","(136.4734871901883, 0, 118.52651280981169)","(107.83107895766734, 0, 147.16892104233267)","(135.12390350613197, 0, 119.87609649386803)","(149.56374693464622, 0, 105.43625306535378)","(151.65257528417726, 0, 103.34742471582275)","(183.51782334580597, 0, 71.48217665419402)"
159,0.5834252051170358,0.5632883717738163,0.5342685199933239,0.3226611488117268,0.6734922196923734,0.4106470582376196,0.5343429698554099,0.5439418328474559,Easy,Red,"(148.77342730484412, 0, 106.22657269515588)","(143.63853480232316, 0, 111.36146519767685)","(136.2384725982976, 0, 118.7615274017024)","(82.27859294699033, 0, 172.72140705300967)","(171.7405160215552, 0, 83.25948397844479)","(104.714999850593, 0, 150.285000149407)","(136.25745731312952, 0, 118.7425426868705)","(138.70516737610126, 0, 116.29483262389874)"
160,0.46590358766993606,0.36647539135335977,0.5798776835893271,0.5344919182320024,0.6935838650623876,0.3831543048921242,0.5137380548491377,0.455417022,Easy,Red,"(118.80541485583369, 0, 136.19458514416633)","(93.45122479510674, 0, 161.54877520489325)","(147.8688093152784, 0, 107.13119068472159)","(136.29543914916061, 0, 118.7045608508394)","(176.86388559090884, 0, 78.13611440909118)","(97.70434774749167, 0, 157.29565225250832)","(131.0032039865301, 0, 123.99679601346989)","(116.13134070006855, 0, 138.86865929993144)"
161,0.5336387338369168,0.4566696856932592,0.4460647694150443,0.4581048283740897,0.583027888,0.48660178298118517,0.7199485656491238,0.6833547172430997,Easy,Red,"(136.0778771284138, 0, 118.92212287158621)","(116.4507698517811, 0, 138.5492301482189)","(113.7465162008363, 0, 141.2534837991637)","(116.81673123539288, 0, 138.1832687646071)","(148.67211149757136, 0, 106.32788850242865)","(124.08345466020222, 0, 130.91654533979778)","(183.58688424052656, 0, 71.41311575947343)","(174.25545289699042, 0, 80.74454710300958)"
162,0.561100475,0.7043919973289857,0.5978321069156012,0.4027974897803893,0.5388382226413223,0.44619628757213237,0.3986533022089093,0.5839821992727648,Easy,Red,"(143.08062119850553, 0, 111.91937880149446)","(179.61995931889135, 0, 75.38004068110864)","(152.4471872634783, 0, 102.5528127365217)","(102.71335989399928, 0, 152.28664010600073)","(137.4037467735372, 0, 117.5962532264628)","(113.78005333089375, 0, 141.21994666910624)","(101.65659206327187, 0, 153.3434079367281)","(148.91546081455505, 0, 106.08453918544497)"
163,0.5602627683220637,0.40458491696002874,0.4506630846421592,0.5445521525227195,0.5920522430763369,0.5978595836712502,0.661840319,0.3481250478229413,Easy,Red,"(142.86700592212622, 0, 112.13299407787376)","(103.16915382480732, 0, 151.83084617519268)","(114.9190865837506, 0, 140.08091341624942)","(138.86079889329346, 0, 116.13920110670654)","(150.9733219844659, 0, 104.0266780155341)","(152.45419383616883, 0, 102.54580616383119)","(168.76928134120712, 0, 86.23071865879288)","(88.77188719485002, 0, 166.22811280514998)"
164,0.46238334950583415,0.6723348232004175,0.42953063896590077,0.3782462260228706,0.5562918235728453,0.40557418167141135,0.6310883933236109,0.4686907072797287,Easy,Red,"(117.90775412398771, 0, 137.0922458760123)","(171.44537991610645, 0, 83.55462008389354)","(109.5303129363047, 0, 145.4696870636953)","(96.45278763583201, 0, 158.547212364168)","(141.85441501107556, 0, 113.14558498892444)","(103.4214163262099, 0, 151.5785836737901)","(160.92754029752078, 0, 94.07245970247922)","(119.51613035633082, 0, 135.48386964366918)"
165,0.5400812317863457,0.6697972348818295,0.5384635439396245,0.6533607017713986,0.6530327242075801,0.4236080212069827,0.4988716356268315,0.38495499912487685,Easy,Red,"(137.72071410551814, 0, 117.27928589448184)","(170.79829489486653, 0, 84.20170510513347)","(137.30820370460424, 0, 117.69179629539576)","(166.60697895170665, 0, 88.39302104829336)","(166.52334467293292, 0, 88.47665532706708)","(108.02004540778059, 0, 146.9799545922194)","(127.21226708484204, 0, 127.78773291515797)","(98.1635247768436, 0, 156.8364752231564)"
166,0.4738997899856953,0.600548623,0.4617429605410291,0.5368543291399469,0.7294705567714737,0.3904163627438914,0.5882613311319611,0.4657743045374254,Easy,Red,"(120.84444644635231, 0, 134.15555355364768)","(153.13989896581757, 0, 101.86010103418245)","(117.74445493796242, 0, 137.25554506203758)","(136.89785393068647, 0, 118.10214606931353)","(186.01499197672578, 0, 68.98500802327422)","(99.55617249969231, 0, 155.44382750030766)","(150.00663943865007, 0, 104.99336056134992)","(118.77244765704349, 0, 136.22755234295653)"
167,0.358244078,0.4836169871081419,0.6155603576640856,0.6712739342769498,0.5893451788018494,0.4110770222068203,0.564057298,0.46492947629988957,Easy,Red,"(91.35223986588466, 0, 163.64776013411534)","(123.32233171257619, 0, 131.6776682874238)","(156.9678912043418, 0, 98.03210879565817)","(171.1748532406222, 0, 83.8251467593778)","(150.28302059447162, 0, 104.71697940552839)","(104.82464066273917, 0, 150.17535933726083)","(143.83461086597845, 0, 111.16538913402155)","(118.55701645647184, 0, 136.44298354352816)"
168,0.519179458,0.6462781399801342,0.6197511232901249,0.36804244505395156,0.5551493219304171,0.375208546,0.41306409243412406,0.5062817177829613,Easy,Red,"(132.3907616724904, 0, 122.6092383275096)","(164.80092569493422, 0, 90.19907430506579)","(158.03653643898187, 0, 96.96346356101814)","(93.85082348875765, 0, 161.14917651124236)","(141.56307709225635, 0, 113.43692290774364)","(95.67817933800168, 0, 159.32182066199832)","(105.33134357070163, 0, 149.66865642929838)","(129.10183803465512, 0, 125.89816196534487)"
169,0.5810965809511752,0.4379687046663649,0.7235948501580722,0.4265424793529375,0.6703747083515951,0.5180917049422007,0.5363740377936164,0.46951630727205407,Easy,Red,"(148.1796281425497, 0, 106.82037185745031)","(111.68201968992305, 0, 143.31798031007693)","(184.51668679030843, 0, 70.48331320969157)","(108.76833223499906, 0, 146.23166776500094)","(170.94555062965674, 0, 84.05444937034326)","(132.11338476026117, 0, 122.88661523973883)","(136.77537963737217, 0, 118.22462036262783)","(119.72665835437378, 0, 135.2733416456262)"
